customer_id,product_name,product_category,price,quantity,total_price,purchase_date,shipping_address,payment_method,status
722,Herb Seasoned Rice,Food - Sides,727.92,4,2911.68,12/6/2021,3755 Anzinger Drive,cash on delivery,pending
723,Peanut Butter Granola,Food - Breakfast,385.16,73,28116.68,8/30/2021,60980 Del Sol Avenue,credit card,pending
724,Fitness Jump Rope,Fitness,789.04,38,29983.52,11/8/2021,937 Sutherland Terrace,PayPal,delivered
725,Gaming Headset,Gaming,417.94,46,19225.24,8/7/2020,11636 Westridge Place,credit card,processing
726,Turmeric Ginger Tea,Food - Beverages,534.49,91,48638.59,7/16/2021,7116 Gerald Street,credit card,pending
727,Garlic Herb Cream Cheese,Food - Dairy,676.14,39,26369.46,7/31/2021,847 High Crossing Alley,PayPal,delivered
728,Mediterranean Flatbread,Food - Bakery,153.56,91,13973.96,7/23/2020,6 Waxwing Court,PayPal,pending
729,Kettle Chip Variety Pack,Food - Snacks,241.74,72,17405.28,9/13/2022,07 Ilene Plaza,cash on delivery,shipped
730,Adjustable Yoga Mat Strap,Fitness,182.63,95,17349.85,4/4/2022,985 Susan Terrace,cash on delivery,shipped
731,Fruit Infuser Water Bottle,Fitness,154.64,37,5721.68,9/20/2020,1 Glacier Hill Road,cash on delivery,delivered
732,Breathable Face Mask Set,Health,775.12,67,51933.04,8/24/2022,53 Superior Lane,credit card,shipped
733,Maple Syrup,Food - Condiments,815.17,24,19564.08,5/13/2021,6 Utah Road,PayPal,shipped
734,Athletic Sports Bra,Clothing - Activewear,778.06,49,38124.94,8/18/2020,472 Bunting Court,credit card,shipped
735,Fitness Tracker Band,Fitness,549.09,54,29650.86,4/23/2022,39 Arrowood Street,credit card,delivered
736,Sliced Olives,Food - Condiments,486.29,33,16047.57,10/28/2020,48968 Springs Lane,PayPal,pending
737,Pressure Cooker,Kitchen,71.19,42,2989.98,4/24/2022,87615 Gateway Road,PayPal,delivered
738,Mashed Sweet Potatoes,Food - Sides,390.61,46,17968.06,3/11/2021,65 Rutledge Crossing,cash on delivery,processing
739,LED Desk Lamp,Home,195.11,4,780.44,11/5/2020,7 Kings Terrace,PayPal,pending
740,Thai Red Curry Paste,Food - Condiments,420.63,92,38697.96,10/21/2022,3 Calypso Lane,credit card,shipped
741,Wild Rice & Quinoa Mix,Food - Grains,812.86,6,4877.16,5/13/2021,361 Hermina Center,cash on delivery,delivered
742,Memory Foam Pillow,Home,28.84,26,749.84,3/13/2020,0 Tennessee Way,cash on delivery,shipped
743,Almond Milk Yogurt,Food - Dairy Alternatives,336.5,14,4711.0,2/26/2021,13619 Chive Court,PayPal,shipped
744,Mini Waffle Maker,Kitchen,11.19,41,458.79,9/9/2020,60559 Beilfuss Court,PayPal,shipped
745,Spicy Thai Chili Sauce,Food - Sauces,461.53,67,30922.51,9/30/2022,79 Laurel Street,PayPal,shipped
746,Teriyaki Salmon Fillets,Food - Seafood,62.46,6,374.76,4/12/2020,38 Chinook Court,credit card,shipped
747,Balsamic Glaze,Food - Condiments,949.19,93,88274.67,9/15/2022,7 Everett Trail,PayPal,processing
748,Hand Crank Blender,Kitchen,507.13,2,1014.26,2/20/2021,94 Harper Park,PayPal,shipped
749,Electric Heating Pad,Health,75.94,25,1898.5,5/31/2021,88093 Lakewood Gardens Road,PayPal,shipped
750,Roasted Red Pepper Hummus,Food - Dips,532.62,50,26631.0,1/28/2020,974 Scofield Avenue,credit card,shipped
751,Pet Safety Harness,Pets,784.87,80,62789.6,8/10/2020,95055 Starling Place,cash on delivery,shipped
752,Faux Fur Throw Blanket,Home,562.75,11,6190.25,3/23/2021,4243 Rowland Point,cash on delivery,shipped
753,Falafel Mix,Food - Baking & Cooking,116.91,97,11340.27,10/18/2020,94 Walton Park,cash on delivery,processing
754,Cocktail Shaker and Mixing Glass Set,Kitchen,906.39,6,5438.34,1/8/2020,161 Buhler Junction,credit card,delivered
755,Electric Pressure Washer,Home Improvement,372.46,76,28306.96,11/18/2021,77155 Schiller Place,credit card,delivered
756,Crispy Tofu Bites,Food - Protein,153.54,11,1688.94,6/28/2020,70 Judy Hill,cash on delivery,processing
757,Adjustable Pet Grooming Table,Pets,732.11,62,45390.82,5/19/2020,0 Moulton Avenue,credit card,shipped
758,Teriyaki Beef Jerky,Food - Snacks,194.27,39,7576.53,11/8/2021,0 Graceland Trail,cash on delivery,pending
759,Wireless Wi-Fi Extender,Electronics,615.46,88,54160.48,10/18/2021,5 Haas Circle,PayPal,delivered
760,Pumpkin Spice Pancake Mix,Food - Breakfast,427.73,41,17536.93,10/9/2022,5 Hermina Alley,cash on delivery,processing
761,Car Vacuum,Automotive,464.61,55,25553.55,3/5/2021,5058 Hayes Road,cash on delivery,processing
762,Wireless Earbuds,Audio,782.9,18,14092.2,4/4/2022,4 Red Cloud Crossing,cash on delivery,processing
763,Indoor Plants,Garden,588.59,14,8240.26,5/20/2021,17 Farwell Terrace,credit card,delivered
764,Hand Mixer,Kitchen,439.05,43,18879.15,12/5/2020,10 Kennedy Way,cash on delivery,processing
765,Gaming Mousepad,Gaming,840.09,53,44524.77,1/22/2021,7 Walton Hill,PayPal,pending
766,Faux Leather Leggings,Clothing - Pants,312.34,9,2811.06,7/9/2022,406 Swallow Crossing,cash on delivery,delivered
767,Adjustable Yoga Mat Strap,Fitness,400.3,4,1601.2,2/12/2021,352 Veith Street,cash on delivery,processing
768,Baked Falafel,Food - Vegetarian,301.77,70,21123.9,10/12/2021,813 Dorton Place,PayPal,delivered
769,Hydration Backpack,Outdoor,5.81,60,348.6,1/3/2021,2 Dunning Pass,credit card,delivered
770,Deluxe First Aid Kit,Health,917.54,65,59640.1,5/7/2021,1 Hintze Drive,PayPal,shipped
771,Safety First Aid Kit,Health,658.94,82,54033.08,2/10/2022,1 Warbler Trail,cash on delivery,shipped
772,Wire Shelving Unit,Home,877.2,98,85965.6,2/11/2020,79325 Comanche Park,cash on delivery,processing
773,Hummus Trio Pack,Food - Snacks,547.06,70,38294.2,4/3/2020,3 Upham Drive,cash on delivery,shipped
774,Pumpkin Pancake Mix,Food - Breakfast,138.02,84,11593.68,3/4/2021,91477 Logan Pass,PayPal,shipped
775,Elegant Maxi Skirt,Clothing - Bottoms,285.48,7,1998.36,10/5/2020,3 Autumn Leaf Street,credit card,delivered
776,Frozen Mixed Berries,Food - Frozen Foods,735.52,82,60312.64,10/25/2022,722 Manley Court,cash on delivery,processing
777,Spinach Feta Wraps,Food - Deli,929.72,63,58572.36,10/8/2021,26967 Milwaukee Plaza,cash on delivery,shipped
778,Blueberry Muffin Mix,Food - Baking,672.55,67,45060.85,9/30/2020,0 Pennsylvania Terrace,credit card,pending
779,Classic Cheesecake Mix,Food - Desserts,384.66,5,1923.3,1/31/2022,900 Corscot Terrace,PayPal,shipped
780,Cranberry Orange Oatmeal,Food - Breakfast,858.11,49,42047.39,3/1/2020,933 Chive Avenue,PayPal,pending
781,Lightweight Travel Backpack,Travel,309.4,41,12685.4,12/28/2021,4 Sugar Plaza,credit card,pending
782,Hair Dryer,Beauty,265.6,21,5577.6,8/14/2020,5311 Shelley Parkway,cash on delivery,delivered
783,Sweetened Condensed Milk,Food - Baking Goods,159.26,71,11307.46,9/4/2021,9 Morrow Crossing,cash on delivery,processing
784,Face Mask Set,Health,641.23,65,41679.95,2/19/2022,911 Lerdahl Drive,PayPal,pending
785,Vegan Protein Powder,Health,41.64,28,1165.92,1/12/2021,185 Westport Point,credit card,processing
786,Sparkling Blood Orange Soda,Food - Beverages,826.16,80,66092.8,12/6/2020,7561 Lake View Road,PayPal,pending
787,Wrap Front Midi Skirt,Clothing - Bottoms,691.06,21,14512.26,5/19/2021,1 Hazelcrest Court,PayPal,pending
788,Fitness Jump Rope with LCD Counter,Fitness,767.76,73,56046.48,2/4/2022,5 Gulseth Drive,PayPal,shipped
789,Bird Feeder,Outdoor,32.94,73,2404.62,11/18/2020,97891 Tomscot Avenue,credit card,delivered
790,Camping Tarp,Outdoor,993.38,70,69536.6,4/24/2021,90 Old Gate Hill,credit card,pending
791,Sushi Roll Kit,Food - Cooking Kits,740.26,27,19987.02,4/21/2022,0 Bartelt Pass,credit card,delivered
792,Coconut Almond Granola,Food - Breakfast,427.44,21,8976.24,12/5/2022,3621 Erie Lane,credit card,pending
793,Smart Doorbell,Smart Home,873.99,88,76911.12,11/30/2022,573 Luster Court,PayPal,pending
794,Pet Hair Remover,Pets,619.1,85,52623.5,1/29/2020,62 Gerald Crossing,credit card,processing
795,Vegetable Stock,Food - Cooking Essentials,744.07,72,53573.04,2/7/2020,42636 Melody Center,credit card,processing
796,Organic Green Apples,Food - Produce,904.59,49,44324.91,3/29/2022,8 Dovetail Circle,credit card,delivered
797,Sports Water Bottle with Infuser,Fitness,244.31,97,23698.07,1/30/2020,541 Sauthoff Drive,PayPal,shipped
798,Aged White Cheddar Popcorn,Food - Snacks,512.04,49,25089.96,9/10/2021,45581 Graedel Court,credit card,processing
799,Garlic Parmesan Wings,Food - Frozen Foods,532.2,42,22352.4,5/13/2021,56905 Weeping Birch Drive,cash on delivery,pending
800,Classic Bagels,Food - Bakery,148.1,54,7997.4,12/27/2020,4479 Reindahl Alley,cash on delivery,shipped
801,Herbed Goat Cheese,Food - Cheese,149.43,8,1195.44,11/21/2021,4 Ridgeway Road,credit card,delivered
802,Adjustable Laptop Desk,Office,358.77,15,5381.55,11/7/2021,63 Blackbird Junction,cash on delivery,shipped
803,LED Strip Lights,Home,196.16,90,17654.4,6/9/2022,0 Oneill Crossing,PayPal,shipped
804,Printed Maxi Skirt,Clothing - Skirts,284.97,25,7124.25,1/7/2021,038 Tomscot Terrace,credit card,shipped
805,Vegetable Stir Fry Mix,Food - Fresh Produce,554.19,84,46551.96,8/14/2021,8 Homewood Avenue,cash on delivery,processing
806,Fresh Cilantro,Food - Produce,220.92,24,5302.08,11/16/2020,949 Graceland Lane,credit card,processing
807,Cocktail Shaker Set,Kitchen,508.25,91,46250.75,1/12/2021,911 High Crossing Pass,cash on delivery,processing
808,Cat Tree,Pets,551.19,31,17086.89,8/25/2022,34345 Badeau Park,cash on delivery,processing
809,Kids' Science Experiment Kit,Toys,695.23,62,43104.26,4/23/2020,5 Farmco Park,cash on delivery,processing
810,Insulated Lunch Bag,Kitchen,950.11,97,92160.67,6/10/2021,003 Hermina Trail,cash on delivery,processing
811,Mixed Nuts,Food - Snacks,607.49,94,57104.06,4/21/2022,7 Daystar Road,credit card,pending
812,Organic Green Lentils,Food - Grocery,348.74,22,7672.28,11/29/2022,33 Ronald Regan Place,PayPal,processing
813,Herbed Mushroom Risotto,Food - Prepared Foods,196.0,18,3528.0,9/2/2022,3 Cherokee Lane,credit card,pending
814,Solar Garden Lights,Outdoor,962.4,43,41383.2,5/26/2021,6 Pennsylvania Plaza,cash on delivery,shipped
815,Pita Bread,Food - Bakery,557.55,61,34010.55,7/9/2022,4 Tony Parkway,PayPal,processing
816,Italian Breadsticks,Food - Bakery,672.68,9,6054.12,3/27/2021,2902 Toban Park,PayPal,shipped
817,Sweet Potato Chips,Food - Snacks,926.33,53,49095.49,12/6/2021,62 Macpherson Place,cash on delivery,pending
818,Oven Thermometer,Kitchen,200.19,56,11210.64,2/29/2020,167 Arizona Road,credit card,delivered
819,Garden Tool Set,Garden,625.0,41,25625.0,5/2/2020,7 Ronald Regan Pass,credit card,shipped
820,Smoky BBQ Jackfruit,Food - Grocery,390.71,40,15628.4,2/16/2022,0460 Hovde Place,PayPal,processing
821,Almond Butter Crunch Bar,Food - Snacks,152.98,92,14074.16,7/26/2020,09 Lotheville Center,PayPal,delivered
822,Compact Digital Camera,Photography,924.37,50,46218.5,5/27/2020,6134 Bobwhite Circle,credit card,processing
823,Kid's Fruit Snacks,Food - Snacks,408.75,54,22072.5,9/14/2020,970 Center Crossing,cash on delivery,pending
824,Dish Rack,Kitchen,927.39,54,50079.06,1/23/2020,7 Monica Place,PayPal,delivered
825,Portable Solar Charger,Electronics,146.92,42,6170.64,12/21/2020,07 Arapahoe Pass,cash on delivery,delivered
826,Dark Chocolate Bars,Food - Snacks,667.59,11,7343.49,11/15/2020,30886 Towne Crossing,cash on delivery,pending
827,Canned Black Beans,Food - Canned Goods,629.08,97,61020.76,4/14/2020,1 Southridge Park,cash on delivery,pending
828,Portable Pet Pooper Scooper,Pets,31.35,20,627.0,7/10/2021,741 Shelley Way,PayPal,shipped
829,Kale & Quinoa Salad Mix,Food - Salads,710.8,71,50466.8,11/11/2021,4 Corscot Way,cash on delivery,delivered
830,Zucchini Noodles,Food - Vegetables,802.02,62,49725.24,10/13/2022,0 Vermont Road,PayPal,delivered
831,Portable Pet Bathing Tool,Pets,519.73,70,36381.1,8/8/2020,19597 Starling Court,credit card,pending
832,Caramel Sauce,Food - Condiments,69.16,15,1037.4,3/27/2020,4 Glacier Hill Pass,cash on delivery,shipped
833,Classic Bagels,Food - Bakery,524.31,67,35128.77,2/16/2021,6 Main Center,PayPal,shipped
834,Handheld Garment Steamer,Home,938.47,93,87277.71,6/23/2022,89512 Schurz Plaza,PayPal,pending
835,Sriracha Honey Glaze,Food - Sauces,13.37,47,628.39,1/30/2020,229 Beilfuss Terrace,PayPal,pending
836,Lemon Garlic Marinade,Food - Condiments,778.08,59,45906.72,10/5/2022,1862 Loftsgordon Pass,cash on delivery,processing
837,Savory Quinoa Pudding,Food - Sides,880.2,14,12322.8,4/25/2022,5 Bluejay Way,credit card,delivered
838,Scent Diffuser,Home,308.38,82,25287.16,2/15/2020,4883 Pankratz Hill,cash on delivery,shipped
839,Car Sunshade,Automotive,547.77,21,11503.17,5/4/2020,17910 Swallow Park,credit card,shipped
840,Microwave Popcorn Maker,Kitchen,494.71,92,45513.32,2/21/2021,987 Randy Hill,credit card,shipped
841,Pumpkin Puree,Food - Canned Goods,514.37,12,6172.44,6/24/2022,48 Bartelt Street,cash on delivery,pending
842,Chickpea Flour,Food - Baking,166.42,82,13646.44,6/8/2021,018 Mesta Drive,PayPal,delivered
843,Ribbed Knit Dress,Clothing - Dresses,432.51,88,38060.88,3/27/2022,8043 Swallow Circle,credit card,shipped
844,Cable Knit Beanie,Clothing - Accessories,734.39,92,67563.88,5/17/2022,8 Chive Street,cash on delivery,pending
845,Potting Soil,Garden,783.03,49,38368.47,6/23/2021,1 Stoughton Trail,credit card,shipped
846,Mediterranean Olives,Food - Condiments,304.85,8,2438.8,2/12/2021,1054 Nancy Trail,cash on delivery,shipped
847,Buttermilk Pancakes,Food - Breakfast,693.45,6,4160.7,10/22/2021,77130 Thierer Avenue,cash on delivery,shipped
848,Microfiber Cleaning Cloths,Home,435.73,23,10021.79,11/22/2022,009 Glendale Parkway,credit card,shipped
849,Pumpkin Spice Cookies,Food - Bakery,450.69,47,21182.43,12/13/2020,53122 Haas Pass,credit card,processing
850,Electric Stir Fry Pan,Kitchen,517.74,4,2070.96,2/17/2020,5136 Havey Trail,credit card,shipped
851,Organic Baby Spinach,Food - Produce,828.88,68,56363.84,1/13/2022,46 Aberg Trail,cash on delivery,shipped
852,Chili Con Carne Mix,Food - Spices & Seasonings,352.79,3,1058.37,3/29/2022,77242 Mitchell Court,PayPal,processing
853,Applewood Smoked Bacon,Food - Meat,305.44,85,25962.4,6/2/2022,3 Toban Point,PayPal,processing
854,Nutty Quinoa Salad,Food - Salads,862.58,85,73319.3,11/29/2021,8 Dryden Point,cash on delivery,pending
855,Thai Basil Fried Rice,Food - Frozen,907.01,89,80723.89,3/3/2020,75224 Del Sol Point,PayPal,processing
856,Portable Electric Fan,Home,503.64,49,24678.36,2/12/2020,7 Monument Court,PayPal,pending
857,Canned Black Beans,Food - Canned Goods,822.35,100,82235.0,8/10/2022,88 Sunbrook Pass,credit card,pending
858,Cookbook,Books,812.81,26,21133.06,7/13/2022,81 Oakridge Street,PayPal,delivered
859,Pistachios,Food - Nuts,657.11,20,13142.2,5/4/2022,47 Loomis Hill,PayPal,shipped
860,BBQ Sauce,Food - Condiments,376.04,99,37227.96,3/25/2020,8124 Briar Crest Pass,PayPal,delivered
861,Stainless Steel BBQ Grill Set,Outdoor,441.88,32,14140.16,4/1/2021,471 Hovde Point,PayPal,shipped
862,3D Night Light,Home,474.22,29,13752.38,9/21/2020,65 Hazelcrest Place,credit card,delivered
863,Set of Decorative Storage Bins,Home,822.13,65,53438.45,10/22/2022,2 Stone Corner Way,PayPal,pending
864,Mini Projector,Electronics,272.1,45,12244.5,3/2/2022,2 Ronald Regan Circle,PayPal,processing
865,Mixed Nuts,Food - Snacks,377.06,23,8672.38,10/9/2020,3516 Cody Pass,cash on delivery,processing
866,Deep Tissue Massage Gun,Health,554.01,45,24930.45,10/31/2022,6 Graceland Plaza,cash on delivery,shipped
867,Self-Massaging Pillow,Health,579.75,99,57395.25,5/24/2020,2209 Northwestern Street,credit card,shipped
868,Chickpeas,Food - Canned Goods,784.57,15,11768.55,11/5/2020,72 Schlimgen Avenue,credit card,pending
869,Savory Breakfast Sausage,Food - Meats,568.59,68,38664.12,2/25/2022,6 Ronald Regan Lane,credit card,processing
870,Lemon Lime Sparkling Water,Food - Beverages,691.9,30,20757.0,8/9/2022,05752 Forest Junction,credit card,processing
871,Spice Rack,Kitchen,939.31,39,36633.09,4/21/2021,1052 Jenna Place,cash on delivery,shipped
872,Whole Wheat Pasta,Food - Grains,934.03,32,29888.96,12/27/2020,35 Bayside Pass,cash on delivery,shipped
873,Maple Almond Butter,Food - Nut Butters,477.68,24,11464.32,9/29/2022,37151 Melvin Street,credit card,processing
874,Smart Plant Monitor,Garden,311.82,73,22762.86,11/14/2022,22946 Northport Court,cash on delivery,delivered
875,Balsamic Fig Dressing,Food - Condiments,756.98,20,15139.6,3/8/2020,27218 Rusk Point,PayPal,pending
876,Wrap Jumpsuit,Clothing - Jumpsuits,528.57,10,5285.7,7/8/2020,68 Roth Parkway,credit card,shipped
877,Pineapple Coconut Yogurt,Food - Dairy,929.16,22,20441.52,3/24/2021,48 Canary Parkway,PayPal,pending
878,Multi-Layer Food Steamer,Kitchen,612.96,80,49036.8,7/20/2022,9 Magdeline Parkway,credit card,processing
879,Tea Set with Infuser,Kitchen,770.7,32,24662.4,8/8/2022,45361 Washington Lane,PayPal,shipped
880,Herbed Mushroom Risotto,Food - Prepared Foods,301.38,66,19891.08,2/2/2020,9 Crescent Oaks Alley,cash on delivery,processing
881,Apple Cinnamon Instant Oatmeal,Food - Cereal,643.93,46,29620.78,4/9/2022,9 Ryan Place,cash on delivery,pending
882,LED Christmas Tree Lights,Home,766.17,24,18388.08,12/10/2021,27 Arrowood Drive,PayPal,delivered
883,Spinach and Cheese Quiche,Food - Prepared Meals,749.56,63,47222.28,8/31/2020,1502 Spenser Junction,PayPal,processing
884,White Rice,Food - Grains,270.24,61,16484.64,5/16/2021,1 Maryland Junction,credit card,shipped
885,Video Camera,Electronics,514.79,67,34490.93,2/1/2020,5511 Butternut Junction,PayPal,processing
886,Peanut Butter Chocolate Chip Bars,Food - Snacks,479.97,94,45117.18,8/23/2021,323 Norway Maple Trail,credit card,shipped
887,Wooden Children's Play Kitchen,Toys,112.45,20,2249.0,1/17/2021,72 Mcbride Road,credit card,pending
888,Honey BBQ Ribs,Food - Meat,931.0,5,4655.0,4/26/2021,34256 Rusk Crossing,cash on delivery,shipped
889,Face Mask Set,Health,119.01,85,10115.85,10/30/2021,97 Karstens Hill,PayPal,delivered
890,Cotton Tote Bag Set,Accessories,64.15,1,64.15,5/19/2021,304 Muir Park,cash on delivery,pending
891,White Rice,Food - Grains,308.24,10,3082.4,6/27/2021,3260 Sachs Junction,credit card,delivered
892,Saffron Rice Mix,Food - Grains,138.49,55,7616.95,5/20/2021,7 Luster Lane,PayPal,pending
893,Eco-Friendly Beeswax Wraps,Kitchen,786.54,65,51125.1,5/26/2022,910 Becker Terrace,cash on delivery,processing
894,Classic Black Trousers,Clothing - Pants,59.38,59,3503.42,9/5/2020,13 Loeprich Lane,PayPal,pending
895,Basketball,Sports,593.25,19,11271.75,1/9/2022,317 Blue Bill Park Point,PayPal,shipped
896,Silicone Baking Cups,Kitchen,863.16,36,31073.76,7/14/2020,356 Logan Hill,cash on delivery,delivered
897,Pet Hair Vacuum Cleaner Attachment,Pets,656.64,26,17072.64,8/20/2020,14211 Florence Alley,PayPal,processing
898,Almond Coconut Granola,Food - Breakfast Foods,757.3,89,67399.7,2/24/2021,578 Browning Crossing,PayPal,processing
899,V-Neck Sweater,Clothing - Tops,813.97,19,15465.43,8/23/2022,664 Main Court,PayPal,pending
900,LED Strip Light Kit,Home,607.08,87,52815.96,1/20/2020,22064 Fairfield Junction,cash on delivery,delivered
901,Ice Pack,Health,73.04,51,3725.04,10/1/2021,6655 Golf View Junction,cash on delivery,delivered
902,Honey Roasted Peanuts,Food - Snacks,60.78,55,3342.9,4/15/2022,15 Cambridge Court,PayPal,delivered
903,Italian Meatballs,Food - Meat,769.43,57,43857.51,11/11/2022,320 Atwood Alley,credit card,shipped
904,Basil Lemonade,Food - Beverages,669.62,91,60935.42,3/4/2020,213 Morningstar Parkway,credit card,delivered
905,Comfortable Bed Pillow,Home,420.49,66,27752.34,3/28/2022,6108 Bobwhite Court,credit card,processing
906,Paint By Numbers Kit,Art Supplies,878.19,42,36883.98,7/13/2021,2074 Memorial Avenue,credit card,delivered
907,Bluetooth Shower Speaker,Audio,618.31,43,26587.33,8/16/2020,3907 Kensington Terrace,credit card,pending
908,Dual Function Electric Skillet,Kitchen,407.02,78,31747.56,3/15/2020,31157 Brickson Park Way,credit card,shipped
909,Inspirational Wall Art,Home,724.59,37,26809.83,9/10/2020,635 Chinook Road,credit card,processing
910,Water-Resistant Bluetooth Speaker,Audio,913.5,41,37453.5,6/18/2021,91779 Lyons Circle,cash on delivery,pending
911,Fitness Tracker,Fitness,874.64,25,21866.0,1/16/2020,7445 1st Park,cash on delivery,pending
912,Home Office Chair,Furniture,480.89,29,13945.81,12/9/2022,7165 New Castle Point,PayPal,shipped
913,Almond Butter Granola Bars,Food - Snacks,635.52,62,39402.24,6/6/2021,6 Oak Valley Place,credit card,shipped
914,Adjustable Laptop Desk,Office,769.43,29,22313.47,6/15/2020,230 Myrtle Drive,credit card,processing
915,Watercolor Brush Pens,Art Supplies,933.23,24,22397.52,7/1/2022,395 Steensland Street,cash on delivery,processing
916,Rechargeable Battery Organizer,Home,132.93,30,3987.9,12/24/2020,56122 Steensland Road,cash on delivery,shipped
917,Athletic Compression Tights,Clothing - Activewear,989.75,84,83139.0,1/7/2022,91705 Delladonna Circle,cash on delivery,delivered
918,Apple Cinnamon Instant Oatmeal,Food - Cereal,193.39,28,5414.92,3/13/2020,30 Ridgeview Court,credit card,shipped
919,Portable Air Purifier,Health,72.93,35,2552.55,6/5/2021,5990 Westridge Lane,credit card,shipped
920,Self-Adhesive Wallpaper,Home,124.68,2,249.36,3/20/2021,06 Lien Trail,credit card,shipped
921,Wireless Earbuds Case,Accessories,243.38,45,10952.1,1/25/2020,48140 Hanson Way,credit card,delivered
922,Portable Massage Table,Health,101.87,64,6519.68,4/29/2020,019 Superior Hill,cash on delivery,processing
923,Spicy Chicken Wings,Food - Meat,225.27,6,1351.62,9/4/2022,7630 Myrtle Plaza,cash on delivery,shipped
924,Smartphone Photography Tripod,Electronics,987.17,42,41461.14,4/6/2020,10 Gateway Trail,credit card,pending
925,Tattoo Kit,Art Supplies,763.12,23,17551.76,10/20/2022,988 Esker Plaza,cash on delivery,processing
926,Electric Hot Water Dispenser,Kitchen,225.41,9,2028.69,5/30/2020,0460 Londonderry Lane,PayPal,shipped
927,Spaghetti Squash,Food - Produce,481.64,20,9632.8,9/14/2021,3645 Knutson Court,cash on delivery,processing
928,Eggs (dozen),Food - Dairy,58.63,45,2638.35,4/21/2020,1 Trailsway Drive,cash on delivery,pending
929,Teriyaki Tofu Stir-Fry,Food - Prepared Meals,220.07,60,13204.2,9/29/2021,0393 Magdeline Terrace,credit card,pending
930,Faux Fur Throw Blanket,Home,852.65,50,42632.5,9/19/2022,4 Northridge Lane,cash on delivery,delivered
931,Peanut Butter Pretzel Nuggets,Food - Snacks,938.54,7,6569.78,10/13/2021,89 Dorton Place,credit card,pending
932,Strawberry Banana Smoothie Pack,Food - Frozen,595.24,56,33333.44,8/1/2022,45 Farmco Way,PayPal,pending
933,Hand Mixer,Kitchen,795.61,95,75582.95,1/14/2021,2233 Mitchell Terrace,PayPal,delivered
934,Ginger Turmeric Shots,Food - Beverages,803.77,25,20094.25,6/27/2020,37480 Cascade Park,cash on delivery,delivered
935,Sparkling Blood Orange Soda,Food - Beverages,731.47,16,11703.52,2/19/2021,93507 Maple Hill,cash on delivery,processing
936,Pet Camera with Treat Dispenser,Pets,209.14,45,9411.3,3/13/2020,29547 Annamark Alley,credit card,shipped
937,Cabbage Slaw Mix,Food - Vegetables,498.89,17,8481.13,7/29/2022,5588 Orin Hill,cash on delivery,processing
938,Sweet Chili Thai Sauce,Food - Condiments,460.17,44,20247.48,2/19/2020,65200 Graedel Way,PayPal,processing
939,Kids' Building Blocks,Toys,304.05,78,23715.9,4/20/2021,425 Weeping Birch Crossing,cash on delivery,delivered
940,Walnut Halves,Food - Nuts,422.97,17,7190.49,2/4/2021,6 Oxford Street,PayPal,shipped
941,Adjustable Pet Grooming Table,Pets,135.87,94,12771.78,9/17/2020,767 Killdeer Lane,cash on delivery,delivered
942,Black Olives,Food - Canned Goods,155.3,60,9318.0,1/1/2020,1 Oriole Point,credit card,delivered
943,Hummus,Food - Snacks,411.13,45,18500.85,6/22/2022,45 Carpenter Way,credit card,processing
944,Trail Mix (Deluxe),Food - Snacks,396.28,97,38439.16,9/13/2020,91 Welch Drive,cash on delivery,processing
945,Robot Vacuum Cleaner,Home Appliances,506.66,88,44586.08,7/12/2020,2543 Grayhawk Lane,credit card,shipped
946,Almond Joy Bars,Food - Confectionery,25.21,28,705.88,2/18/2021,054 Dwight Circle,cash on delivery,shipped
947,Honey mustard chicken tenders,Food - Meat,218.44,27,5897.88,8/29/2022,19 Loftsgordon Parkway,PayPal,delivered
948,Gardening Gloves,Garden,695.11,87,60474.57,2/9/2021,971 Pepper Wood Road,PayPal,delivered
949,Peanut Butter Banana Smoothie Mix,Food - Beverages,809.0,18,14562.0,3/2/2020,97 Badeau Drive,cash on delivery,processing
950,High-Speed Hand Blender,Kitchen,503.42,89,44804.38,10/5/2021,27958 Surrey Street,cash on delivery,shipped
951,Smart LED Desk Lamp,Office,294.94,94,27724.36,8/29/2022,4131 Pleasure Trail,cash on delivery,delivered
952,Stainless Steel Cutlery Set,Kitchen,776.82,65,50493.3,10/4/2022,0745 Morrow Hill,credit card,delivered
953,Handmade Leather Journal,Books,609.68,68,41458.24,9/26/2022,70769 Ridgeway Trail,PayPal,delivered
954,Cream Cheese,Food - Dairy,515.29,1,515.29,9/24/2021,516 Vidon Center,PayPal,pending
955,Miso Soup Starter,Food - Soups,20.37,47,957.39,11/22/2020,897 Logan Park,credit card,shipped
956,Chilli Lime Corn on the Cob,Food - Vegetable,158.93,92,14621.56,8/20/2021,58 Northridge Trail,credit card,processing
957,Dark Chocolate Covered Raisins,Food - Snacks,959.34,57,54682.38,8/28/2020,8 Troy Circle,PayPal,pending
958,Belted Trench Coat,Clothing - Outerwear,448.75,77,34553.75,3/23/2021,56 Ramsey Road,cash on delivery,processing
959,Stylish Wireless Earbuds,Audio,503.67,10,5036.7,8/19/2021,31 Acker Place,cash on delivery,shipped
960,Coconut Water,Food - Beverages,912.09,70,63846.3,5/26/2022,8 Kensington Way,cash on delivery,shipped
961,Elderberry Syrup Kit,Health,924.14,26,24027.64,7/31/2021,9738 Manitowish Trail,PayPal,delivered
962,Lentil Vegetable Curry,Food - Prepared Meals,286.24,79,22612.96,1/31/2021,6234 Cody Crossing,PayPal,shipped
